Customer_ID,Age,Gender,City,Membership_Type,PreferredLoginDevice,Average_Rating,Last_Purchase_Date,Last_Purchase,Satisfaction Level,Product Category,Total Purchase Amount,Churn
1266,25,Male,Miami,Silver,Computer,4.9,29/12/2023,9,Satisfied,Books,3013,0
1267,44,Male,Miami,Silver,Mobile Phone,3.3,22/11/2023,46,Unsatisfied,Books,3747,0
1268,44,Male,Houston,Bronze,Mobile Phone,4.8,24/12/2023,14,Satisfied,Clothing,520,0
1269,39,Male,San Francisco,Gold,Mobile Phone,4.3,25/12/2023,13,Neutral,Clothing,5003,1
1270,39,Male,Miami,Silver,Mobile Phone,3.6,29/11/2023,39,Unsatisfied,Clothing,491,1
1271,45,Female,Miami,Silver,Mobile Phone,4.1,12/11/2023,56,Unsatisfied,Books,2678,0
1272,45,Female,Houston,Bronze,Mobile Phone,3.4,12/12/2023,26,Neutral,Clothing,4506,0
1273,31,Female,New York,Gold,Mobile Phone,4.3,25/12/2023,13,Neutral,Electronics,2954,0
1274,31,Female,Houston,Bronze,Mobile Phone,4.6,11/12/2023,27,Satisfied,Electronics,3436,0
1275,54,Female,Miami,Silver,Computer,3.3,21/11/2023,47,Unsatisfied,Books,324,0
1276,34,Female,Chicago,Bronze,Mobile Phone,4.2,24/12/2023,14,Satisfied,Electronics,588,0
1277,18,Male,Houston,Bronze,Computer,3.4,15/12/2023,23,Neutral,Home,3451,0
1278,37,Female,New York,Gold,Computer,4.7,19/12/2023,19,Satisfied,Clothing,2226,0
1279,37,Female,Los Angeles,Silver,Mobile Phone,4,23/12/2023,15,Neutral,Home,2258,0
1280,35,Male,Los Angeles,Silver,Mobile Phone,4.2,24/12/2023,14,Satisfied,Books,4224,1
1281,42,Female,Houston,Bronze,Mobile Phone,3.9,21/11/2023,47,Unsatisfied,Books,4595,0
1282,42,Female,San Francisco,Gold,Computer,3.5,1/12/2023,37,Unsatisfied,Books,2131,0
1283,42,Female,Miami,Silver,Computer,4.7,28/12/2023,10,Satisfied,Clothing,4789,0
1284,29,Female,Chicago,Bronze,Mobile Phone,4.2,24/12/2023,14,Satisfied,Home,4620,1
1285,29,Female,San Francisco,Gold,Computer,3.5,1/12/2023,37,Unsatisfied,Clothing,1818,1
1286,53,Female,New York,Gold,Mobile Phone,3.6,28/11/2023,40,Unsatisfied,Home,1203,0
1287,63,Female,San Francisco,Gold,Mobile Phone,4.8,26/12/2023,12,Satisfied,Home,809,0
1288,27,Male,New York,Gold,Mobile Phone,4.5,6/12/2023,32,Satisfied,Books,3965,0
1289,27,Male,Houston,Bronze,Mobile Phone,3.4,10/12/2023,28,Neutral,Clothing,2238,0
1290,43,Male,Houston,Bronze,Mobile Phone,4.4,16/12/2023,22,Satisfied,Home,2411,0
1291,43,Male,Miami,Silver,Computer,3.2,14/12/2023,24,Neutral,Home,3155,0
1292,52,Female,San Francisco,Gold,Mobile Phone,3.3,26/11/2023,42,Unsatisfied,Electronics,4739,1
1293,52,Female,Los Angeles,Silver,Mobile Phone,4.1,22/12/2023,16,Neutral,Books,2095,1
1294,19,Male,Chicago,Bronze,Mobile Phone,4.7,28/12/2023,10,Satisfied,Electronics,4883,0
1295,19,Male,Miami,Silver,Mobile Phone,3.1,19/12/2023,19,Neutral,Clothing,711,0
1296,19,Male,Los Angeles,Silver,Mobile Phone,3.5,1/12/2023,37,Unsatisfied,Clothing,1674,0
1297,19,Male,Houston,Bronze,Mobile Phone,4.5,18/12/2023,20,Satisfied,Electronics,3811,0
1298,19,Male,New York,Gold,Mobile Phone,4.2,24/12/2023,14,Satisfied,Books,2619,0
1299,67,Female,San Francisco,Gold,Mobile Phone,4.8,26/12/2023,12,Satisfied,Clothing,1278,0
1300,35,Male,New York,Gold,Mobile Phone,4.5,18/12/2023,20,Satisfied,Clothing,4017,0
1301,35,Female,New York,Gold,Mobile Phone,4.6,11/12/2023,27,Satisfied,Books,5070,0
1302,66,Female,Chicago,Bronze,Mobile Phone,4.5,18/12/2023,20,Satisfied,Clothing,5137,0
1303,43,Male,New York,Gold,Computer,4.7,19/12/2023,19,Satisfied,Clothing,3919,0
1304,43,Male,Houston,Bronze,Mobile Phone,3,20/12/2023,18,Neutral,Home,4308,0
1305,43,Male,Miami,Silver,Mobile Phone,3.8,6/12/2023,32,Unsatisfied,Books,4417,0
1306,50,Male,San Francisco,Gold,Computer,4.9,28/12/2023,10,Satisfied,Clothing,3770,0
1307,50,Male,Chicago,Bronze,Computer,3.6,29/11/2023,39,Unsatisfied,Electronics,1011,0
1308,45,Male,Houston,Bronze,Mobile Phone,3.4,15/12/2023,23,Neutral,Electronics,1859,0
1309,33,Female,Chicago,Bronze,Mobile Phone,4.1,21/12/2023,17,Neutral,Electronics,4391,0
1310,33,Female,San Francisco,Gold,Mobile Phone,3.3,22/11/2023,46,Unsatisfied,Clothing,1969,0
1311,33,Female,Los Angeles,Silver,Computer,4.7,13/12/2023,25,Satisfied,Electronics,4299,0
1312,23,Male,San Francisco,Gold,Mobile Phone,4.8,25/12/2023,13,Satisfied,Home,293,0
1313,39,Male,Chicago,Bronze,Computer,3.3,28/11/2023,40,Unsatisfied,Electronics,1735,0
1314,39,Male,San Francisco,Gold,Computer,4.8,26/12/2023,12,Satisfied,Books,1445,0
1315,42,Female,Miami,Silver,Mobile Phone,4.8,25/12/2023,13,Satisfied,Clothing,3288,1
1316,33,Female,New York,Gold,Mobile Phone,3,16/12/2023,22,Neutral,Clothing,3130,0
1317,27,Male,San Francisco,Gold,Computer,3.6,20/11/2023,48,Unsatisfied,Electronics,5067,0
1318,27,Male,Chicago,Bronze,Mobile Phone,4.1,18/12/2023,20,Neutral,Books,3017,0
1319,54,Male,San Francisco,Gold,Mobile Phone,4.9,28/12/2023,10,Satisfied,Books,4129,0
1320,54,Male,Chicago,Bronze,Mobile Phone,3.6,29/11/2023,39,Unsatisfied,Electronics,4591,0
1321,55,Female,Miami,Silver,Computer,4.8,25/12/2023,13,Satisfied,Books,4395,0
1322,30,Male,San Francisco,Gold,Mobile Phone,3.6,25/11/2023,43,Unsatisfied,Books,2161,0
1323,46,Female,Miami,Silver,Mobile Phone,4.9,26/12/2023,12,Satisfied,Clothing,2444,0
1324,46,Female,San Francisco,Gold,Mobile Phone,3.6,24/11/2023,44,Unsatisfied,Home,752,0
1325,67,Female,San Francisco,Gold,Mobile Phone,4.1,21/12/2023,17,Neutral,Home,4351,0
1326,64,Male,New York,Gold,Computer,4.7,17/12/2023,21,Satisfied,Books,5237,0
1327,70,Female,San Francisco,Gold,Mobile Phone,4.9,28/12/2023,10,Satisfied,Home,3089,0
1328,24,Female,New York,Gold,Mobile Phone,4.5,18/12/2023,20,Satisfied,Books,3092,1
1329,29,Female,Houston,Bronze,Mobile Phone,4.1,14/11/2023,54,Unsatisfied,Books,492,1
1330,29,Female,San Francisco,Gold,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Home,3588,1
1331,29,Female,Miami,Silver,Mobile Phone,4.8,25/12/2023,13,Satisfied,Home,3282,1
1332,20,Female,New York,Gold,Mobile Phone,4.1,14/11/2023,54,Unsatisfied,Clothing,1856,1
1333,44,Male,Los Angeles,Silver,Mobile Phone,4,23/12/2023,15,Neutral,Home,1511,0
1334,19,Male,Los Angeles,Silver,Mobile Phone,4.3,26/12/2023,12,Neutral,Clothing,1487,0
1335,28,Male,San Francisco,Gold,Mobile Phone,3.9,21/11/2023,47,Unsatisfied,Electronics,689,0
1336,28,Male,Chicago,Bronze,Computer,4.7,28/12/2023,10,Satisfied,Electronics,3704,0
1337,18,Male,Houston,Bronze,Mobile Phone,3.8,27/11/2023,41,Unsatisfied,Clothing,193,1
1338,43,Male,Chicago,Bronze,Mobile Phone,4.2,20/12/2023,18,Neutral,Electronics,3940,0
1339,43,Male,San Francisco,Gold,Computer,3.3,25/11/2023,43,Unsatisfied,Clothing,4018,0
1340,38,Female,Houston,Bronze,Mobile Phone,3.2,13/12/2023,25,Neutral,Books,4000,0
1341,34,Male,Chicago,Bronze,Mobile Phone,3.6,26/11/2023,42,Unsatisfied,Clothing,1928,0
1342,43,Female,New York,Gold,Computer,3.1,17/12/2023,21,Unsatisfied,Home,1309,0
1343,60,Male,Houston,Bronze,Mobile Phone,4.2,24/12/2023,14,Satisfied,Books,1762,0
1344,60,Male,New York,Gold,Mobile Phone,3.5,1/12/2023,37,Unsatisfied,Electronics,2316,0
1345,28,Male,Chicago,Bronze,Computer,3.6,29/11/2023,39,Unsatisfied,Home,2685,0
1346,45,Male,Miami,Silver,Computer,4.9,27/12/2023,11,Satisfied,Home,5170,1
1347,39,Female,Houston,Bronze,Mobile Phone,3.1,19/12/2023,19,Neutral,Clothing,4858,0
1348,65,Female,Miami,Silver,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Home,1468,0
1349,65,Female,Houston,Bronze,Mobile Phone,4.8,25/12/2023,13,Satisfied,Clothing,577,0
1350,65,Female,New York,Gold,Mobile Phone,4.1,14/11/2023,54,Unsatisfied,Clothing,1077,0
1351,55,Male,Chicago,Bronze,Mobile Phone,4,23/12/2023,15,Neutral,Electronics,1410,0
1352,55,Male,San Francisco,Gold,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Electronics,2426,0
1353,64,Female,Miami,Silver,Mobile Phone,3.9,21/11/2023,47,Unsatisfied,Clothing,2354,0
1354,65,Female,Chicago,Bronze,Computer,4.5,3/12/2023,35,Satisfied,Books,1232,0
1355,65,Female,Los Angeles,Silver,Computer,3.4,7/12/2023,31,Neutral,Books,713,0
1356,19,Female,New York,Gold,Mobile Phone,4.5,18/12/2023,20,Satisfied,Home,3043,0
1357,19,Female,Houston,Bronze,Computer,3.1,19/12/2023,19,Neutral,Clothing,3903,0
1358,27,Male,Miami,Silver,Mobile Phone,4.1,12/11/2023,56,Unsatisfied,Home,4156,0
1359,69,Male,New York,Gold,Mobile Phone,4.5,12/12/2023,26,Satisfied,Electronics,4985,0
1360,26,Male,Chicago,Bronze,Mobile Phone,3.3,24/11/2023,44,Unsatisfied,Electronics,1585,0
1361,60,Male,Miami,Silver,Computer,3.9,21/11/2023,47,Unsatisfied,Electronics,5021,0
1362,62,Male,Chicago,Bronze,Computer,4.7,28/12/2023,10,Satisfied,Books,704,1
1363,62,Male,Los Angeles,Silver,Computer,3.5,1/12/2023,37,Unsatisfied,Electronics,3591,1
1364,62,Male,San Francisco,Gold,Mobile Phone,3.9,21/11/2023,47,Unsatisfied,Clothing,1756,1
1365,57,Female,Miami,Silver,Mobile Phone,4,15/11/2023,53,Unsatisfied,Clothing,1863,0
1366,57,Female,Houston,Bronze,Mobile Phone,3.1,17/12/2023,21,Neutral,Clothing,4766,0
1367,54,Male,Los Angeles,Silver,Computer,3.4,15/12/2023,23,Unsatisfied,Books,2227,0
1368,31,Male,Los Angeles,Silver,Mobile Phone,4.1,22/12/2023,16,Neutral,Books,2859,0
1369,19,Male,New York,Gold,Mobile Phone,4.7,19/12/2023,19,Satisfied,Books,4449,0
1370,20,Female,San Francisco,Gold,Mobile Phone,4.2,24/12/2023,14,Satisfied,Books,2030,0
1371,66,Male,Houston,Bronze,Mobile Phone,3.4,15/12/2023,23,Neutral,Home,1050,0
1372,35,Female,Houston,Bronze,Mobile Phone,4.1,14/11/2023,54,Unsatisfied,Electronics,2238,1
1373,35,Female,Miami,Silver,Mobile Phone,4.8,25/12/2023,13,Satisfied,Books,3909,1
1374,58,Female,Houston,Bronze,Mobile Phone,3.4,15/12/2023,23,Neutral,Clothing,4204,0
1375,58,Female,New York,Gold,Mobile Phone,4.5,11/12/2023,27,Satisfied,Clothing,599,0
1376,58,Female,Miami,Silver,Computer,4.1,14/11/2023,54,Unsatisfied,Electronics,1617,0
1377,38,Female,San Francisco,Gold,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Books,4827,0
1378,49,Male,Miami,Silver,Mobile Phone,3,20/12/2023,18,Neutral,Clothing,3773,0
1379,49,Male,New York,Gold,Computer,4,23/12/2023,15,Neutral,Electronics,1583,0
1380,49,Male,San Francisco,Gold,Mobile Phone,3.8,6/12/2023,32,Unsatisfied,Home,1596,0
1381,49,Male,Houston,Bronze,Mobile Phone,4.7,19/12/2023,19,Satisfied,Books,3892,0
1382,29,Male,New York,Gold,Computer,3.1,17/12/2023,21,Neutral,Books,3621,0
1383,20,Female,New York,Gold,Computer,4.5,18/12/2023,20,Satisfied,Clothing,4654,0
1384,62,Male,San Francisco,Gold,Mobile Phone,3.5,3/12/2023,35,Unsatisfied,Books,4506,1
1385,41,Female,New York,Gold,Mobile Phone,3.8,6/12/2023,32,Unsatisfied,Electronics,4499,0
1386,31,Female,Los Angeles,Silver,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Electronics,2787,0
1387,47,Male,New York,Gold,Mobile Phone,4.6,11/12/2023,27,Satisfied,Home,3030,0
1388,47,Male,Chicago,Bronze,Mobile Phone,3.6,29/11/2023,39,Unsatisfied,Books,442,0
1389,47,Male,Los Angeles,Silver,Mobile Phone,4.3,25/12/2023,13,Neutral,Books,1208,0
1390,47,Male,Houston,Bronze,Computer,3.4,15/12/2023,23,Neutral,Clothing,4703,0
1391,67,Female,Houston,Bronze,Mobile Phone,4.1,11/11/2023,57,Unsatisfied,Electronics,1619,0
1392,66,Female,San Francisco,Gold,Mobile Phone,4.9,29/12/2023,9,Satisfied,Books,4667,0
1393,66,Female,Chicago,Bronze,Mobile Phone,3.6,30/11/2023,38,Unsatisfied,Books,1496,0
1394,60,Male,Los Angeles,Silver,Mobile Phone,4.3,25/12/2023,13,Neutral,Electronics,655,0
1395,60,Male,Chicago,Bronze,Computer,3.6,29/11/2023,39,Unsatisfied,Home,827,0
1396,64,Female,Chicago,Bronze,Mobile Phone,4.4,16/12/2023,22,Satisfied,Books,4756,1
1397,64,Female,Los Angeles,Silver,Mobile Phone,3.2,14/12/2023,24,Neutral,Home,3062,1
1398,23,Female,San Francisco,Gold,Computer,4.9,28/12/2023,10,Satisfied,Home,1201,0
1399,66,Female,New York,Gold,Computer,4.4,16/12/2023,22,Satisfied,Home,2085,0
1400,23,Male,Miami,Silver,Mobile Phone,4.1,14/11/2023,54,Unsatisfied,Clothing,579,0
1401,44,Female,New York,Gold,Mobile Phone,4.4,16/12/2023,22,Satisfied,Electronics,1997,0
1402,44,Female,Los Angeles,Silver,Mobile Phone,4.1,21/12/2023,17,Neutral,Clothing,681,0
1403,60,Male,Houston,Bronze,Mobile Phone,3,20/12/2023,18,Neutral,Electronics,346,0
1404,38,Male,Chicago,Bronze,Mobile Phone,3.6,29/11/2023,39,Unsatisfied,Home,4371,1
1405,38,Male,San Francisco,Gold,Mobile Phone,4.9,29/12/2023,9,Satisfied,Books,5125,1
1406,67,Female,New York,Gold,Mobile Phone,3.4,15/12/2023,23,Neutral,Electronics,3660,0
1407,67,Female,Los Angeles,Silver,Mobile Phone,4.6,11/12/2023,27,Satisfied,Clothing,4405,0
1408,42,Male,San Francisco,Gold,Mobile Phone,3.5,1/12/2023,37,Unsatisfied,Home,511,1
1409,42,Male,Miami,Silver,Computer,4.7,28/12/2023,10,Satisfied,Electronics,4602,1
1410,18,Male,New York,Gold,Mobile Phone,4.4,16/12/2023,22,Satisfied,Electronics,3569,0
1411,18,Male,Houston,Bronze,Computer,3.2,14/12/2023,24,Neutral,Electronics,1620,0
1412,18,Male,Miami,Silver,Mobile Phone,3.9,21/11/2023,47,Unsatisfied,Home,2614,0
1413,44,Male,Los Angeles,Silver,Mobile Phone,4,24/12/2023,14,Neutral,Home,2233,1
1414,34,Female,San Francisco,Gold,Mobile Phone,3.6,29/11/2023,39,Unsatisfied,Home,2727,0
1415,34,Male,San Francisco,Gold,Mobile Phone,3.3,28/11/2023,40,Unsatisfied,Home,2346,0
1416,23,Female,Los Angeles,Silver,Mobile Phone,3,20/12/2023,18,Neutral,Books,3565,1
1417,23,Female,New York,Gold,Mobile Phone,3.8,6/12/2023,32,Unsatisfied,Books,1505,1
1418,41,Male,Los Angeles,Silver,Computer,4.3,25/12/2023,13,Neutral,Clothing,3984,0
1419,64,Male,San Francisco,Gold,Mobile Phone,4.9,29/12/2023,9,Satisfied,Clothing,3927,0
1420,64,Male,Chicago,Bronze,Mobile Phone,3.6,30/11/2023,38,Unsatisfied,Books,412,0
1421,64,Female,Los Angeles,Silver,Mobile Phone,4.3,25/12/2023,13,Neutral,Books,967,0
1422,62,Male,San Francisco,Gold,Computer,3.3,22/11/2023,46,Unsatisfied,Clothing,2907,0
1423,65,Male,Houston,Bronze,Computer,3.1,19/12/2023,19,Neutral,Clothing,1054,0
1424,49,Male,New York,Gold,Computer,3.9,21/11/2023,47,Unsatisfied,Home,397,0
1425,49,Female,New York,Gold,Mobile Phone,4.5,17/12/2023,21,Satisfied,Clothing,2735,0
1426,50,Female,Chicago,Bronze,Mobile Phone,4.7,19/12/2023,19,Satisfied,Electronics,3680,1
1427,58,Female,Chicago,Bronze,Mobile Phone,4,23/12/2023,15,Neutral,Electronics,2349,0
1428,48,Female,Los Angeles,Silver,Computer,4.2,24/12/2023,14,Satisfied,Home,2841,0
1429,64,Male,San Francisco,Gold,Computer,4,13/11/2023,55,Unsatisfied,Electronics,4102,0
1430,64,Male,Miami,Silver,Mobile Phone,3.1,16/12/2023,22,Neutral,Clothing,2425,0
1431,64,Male,New York,Gold,Mobile Phone,4.2,24/12/2023,14,Neutral,Books,2924,0
1432,64,Male,Houston,Bronze,Mobile Phone,4.5,10/12/2023,28,Satisfied,Electronics,3984,0
1433,19,Male,Los Angeles,Silver,Mobile Phone,3,12/12/2023,26,Neutral,Clothing,775,1
1434,19,Male,New York,Gold,Mobile Phone,3.8,28/11/2023,40,Unsatisfied,Books,603,1
1435,21,Female,Chicago,Bronze,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Electronics,3680,1
1436,61,Female,New York,Gold,Mobile Phone,4.5,18/12/2023,20,Satisfied,Clothing,1384,1
1437,66,Male,Houston,Bronze,Mobile Phone,3.8,5/12/2023,33,Unsatisfied,Books,2696,0
1438,65,Female,Miami,Silver,Mobile Phone,4,18/11/2023,50,Unsatisfied,Clothing,3491,0
1439,65,Female,Houston,Bronze,Computer,3.3,17/12/2023,21,Neutral,Electronics,1033,0
1440,63,Male,Los Angeles,Silver,Mobile Phone,4.3,25/12/2023,13,Neutral,Electronics,4457,1
1441,42,Male,Chicago,Bronze,Computer,4.1,22/12/2023,16,Neutral,Home,2812,0
1442,47,Male,San Francisco,Gold,Computer,3.4,15/12/2023,23,Neutral,Electronics,4397,0
1443,37,Male,San Francisco,Gold,Computer,4.3,26/12/2023,12,Neutral,Home,867,0
1444,37,Male,Miami,Silver,Computer,3.6,30/11/2023,38,Unsatisfied,Home,1002,0
1445,18,Female,San Francisco,Gold,Mobile Phone,4.7,29/12/2023,9,Satisfied,Clothing,1308,0
1446,62,Female,Miami,Silver,Mobile Phone,3.8,4/12/2023,34,Unsatisfied,Home,406,0
1447,62,Female,Miami,Silver,Computer,4.9,28/12/2023,10,Satisfied,Clothing,872,0
1448,59,Female,San Francisco,Gold,Mobile Phone,3.6,29/11/2023,39,Unsatisfied,Books,4442,0
1449,22,Male,San Francisco,Gold,Mobile Phone,4.7,28/12/2023,10,Satisfied,Books,4346,0
1450,65,Female,Houston,Bronze,Mobile Phone,3.4,12/12/2023,26,Neutral,Home,1441,0
1451,65,Female,Miami,Silver,Mobile Phone,4.1,12/11/2023,56,Unsatisfied,Books,1561,0
1452,65,Female,New York,Gold,Mobile Phone,4.5,9/12/2023,29,Satisfied,Clothing,4713,0
1453,26,Male,Los Angeles,Silver,Computer,4.1,21/12/2023,17,Neutral,Home,4197,1
1454,35,Male,Houston,Bronze,Computer,4.2,24/12/2023,14,Satisfied,Books,521,0
1455,69,Female,Houston,Bronze,Mobile Phone,3.1,17/12/2023,21,Neutral,Electronics,509,0
1456,69,Female,New York,Gold,Mobile Phone,4.7,16/12/2023,22,Satisfied,Books,1732,0
1457,62,Female,Houston,Bronze,Computer,3.1,19/12/2023,19,Neutral,Clothing,4872,1
1458,32,Female,New York,Gold,Mobile Phone,3.4,7/12/2023,31,Neutral,Clothing,2053,0
1459,32,Female,Los Angeles,Silver,Mobile Phone,4.5,3/12/2023,35,Satisfied,Home,2002,0
1460,53,Male,Houston,Bronze,Mobile Phone,3.1,17/12/2023,21,Neutral,Home,2599,0
1461,55,Male,Miami,Silver,Mobile Phone,3.2,14/12/2023,24,Neutral,Electronics,5138,0
1462,67,Male,New York,Gold,Mobile Phone,3,16/12/2023,22,Neutral,Books,1397,0
1463,67,Male,Houston,Bronze,Mobile Phone,3.8,2/12/2023,36,Unsatisfied,Home,1671,0
1464,46,Female,Miami,Silver,Mobile Phone,4,15/11/2023,53,Unsatisfied,Books,2659,0
1465,51,Male,Houston,Bronze,Computer,3.8,2/12/2023,36,Unsatisfied,Home,3853,0
1466,46,Male,New York,Gold,Mobile Phone,4.5,11/12/2023,27,Satisfied,Books,1885,0
1467,46,Male,Los Angeles,Silver,Computer,4.2,20/12/2023,18,Neutral,Books,5011,0
1468,37,Female,Chicago,Bronze,Computer,4.3,22/12/2023,16,Neutral,Clothing,2678,0
1469,37,Female,San Francisco,Gold,Mobile Phone,3.6,23/11/2023,45,Unsatisfied,Books,247,0
1470,22,Female,New York,Gold,Computer,4,15/11/2023,53,Unsatisfied,Electronics,3970,0
1471,19,Female,San Francisco,Gold,Computer,3.1,19/12/2023,19,Neutral,Electronics,1567,0
1472,19,Female,Chicago,Bronze,Mobile Phone,3.8,5/12/2023,33,Unsatisfied,Clothing,4566,0
1473,19,Female,Miami,Silver,Mobile Phone,4.5,18/12/2023,20,Satisfied,Home,4970,0
1474,59,Male,Los Angeles,Silver,Mobile Phone,4.5,8/12/2023,30,Satisfied,Clothing,3981,0
1475,43,Female,San Francisco,Gold,Computer,4.3,18/12/2023,20,Neutral,Home,4843,1
1476,51,Male,New York,Gold,Computer,4.7,9/12/2023,29,Satisfied,Clothing,4477,0
1477,51,Male,Chicago,Bronze,Mobile Phone,3.3,27/11/2023,41,Unsatisfied,Home,1176,0
1478,51,Male,Los Angeles,Silver,Mobile Phone,4,22/12/2023,16,Neutral,Books,2341,0
1479,51,Male,Houston,Bronze,Mobile Phone,3,13/12/2023,25,Neutral,Books,3926,0
1480,41,Male,Chicago,Bronze,Mobile Phone,4.3,24/12/2023,14,Neutral,Books,3173,0
1481,54,Male,New York,Gold,Mobile Phone,4.5,18/12/2023,20,Satisfied,Books,2963,0
1482,54,Male,San Francisco,Gold,Computer,4.7,28/12/2023,10,Satisfied,Clothing,2449,0
1483,54,Male,Los Angeles,Silver,Computer,4.2,24/12/2023,14,Satisfied,Clothing,1340,0
1484,54,Male,Chicago,Bronze,Mobile Phone,3.5,1/12/2023,37,Unsatisfied,Clothing,4151,0
1485,69,Male,New York,Gold,Mobile Phone,4.5,12/12/2023,26,Satisfied,Clothing,3964,1
1486,42,Female,Miami,Silver,Mobile Phone,4.1,5/11/2023,63,Unsatisfied,Home,551,0
1487,42,Female,Houston,Bronze,Computer,3.4,6/12/2023,32,Neutral,Electronics,803,0
1488,42,Female,San Francisco,Gold,Mobile Phone,4.8,23/12/2023,15,Satisfied,Electronics,3909,0
1489,41,Female,San Francisco,Gold,Mobile Phone,4.9,29/12/2023,9,Satisfied,Electronics,4779,1
1490,41,Female,Miami,Silver,Mobile Phone,3.8,6/12/2023,32,Unsatisfied,Electronics,3778,1
1491,41,Female,Houston,Bronze,Mobile Phone,3,20/12/2023,18,Neutral,Electronics,2086,1
1492,51,Male,Miami,Silver,Mobile Phone,3.7,20/11/2023,48,Unsatisfied,Home,4485,0
1493,51,Male,San Francisco,Gold,Computer,4.9,27/12/2023,11,Satisfied,Home,1219,0
1494,28,Male,Houston,Bronze,Mobile Phone,3.1,19/12/2023,19,Neutral,Home,1773,0
1495,28,Male,New York,Gold,Mobile Phone,4.5,18/12/2023,20,Satisfied,Home,4358,0
1496,27,Female,San Francisco,Gold,Mobile Phone,4.7,26/12/2023,12,Satisfied,Books,1486,0
1497,27,Female,Miami,Silver,Mobile Phone,4,13/11/2023,55,Unsatisfied,Electronics,4327,0
1498,27,Female,Chicago,Bronze,Mobile Phone,3.4,26/11/2023,42,Unsatisfied,Electronics,2773,0
1499,25,Female,Houston,Bronze,Mobile Phone,3.2,14/12/2023,24,Neutral,Books,3411,0
1500,39,Male,San Francisco,Gold,Mobile Phone,3.3,30/11/2023,38,Unsatisfied,Clothing,3437,0
1501,39,Male,Chicago,Bronze,Mobile Phone,4,24/12/2023,14,Neutral,Books,3231,0
1502,29,Male,Chicago,Bronze,Computer,4.3,25/12/2023,13,Neutral,Electronics,1899,0
1503,64,Female,San Francisco,Gold,Mobile Phone,4.9,26/12/2023,12,Satisfied,Books,1522,0
1504,60,Female,Chicago,Bronze,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Clothing,1263,0
1505,60,Female,San Francisco,Gold,Mobile Phone,4.8,25/12/2023,13,Satisfied,Home,4017,0
1506,60,Female,Miami,Silver,Computer,4.1,14/11/2023,54,Unsatisfied,Home,3042,0
1507,43,Female,New York,Gold,Computer,3.1,19/12/2023,19,Neutral,Clothing,3515,1
1508,43,Female,Houston,Bronze,Computer,3.8,5/12/2023,33,Unsatisfied,Books,687,1
1509,43,Female,Los Angeles,Silver,Mobile Phone,4.5,18/12/2023,20,Satisfied,Clothing,4357,1
1510,19,Female,Houston,Bronze,Mobile Phone,4.5,12/12/2023,26,Satisfied,Books,4705,0
1511,63,Female,Miami,Silver,Mobile Phone,3.8,4/12/2023,34,Unsatisfied,Clothing,2249,0
1512,53,Female,Miami,Silver,Computer,4.6,27/12/2023,11,Satisfied,Electronics,3592,0
1513,27,Female,Houston,Bronze,Mobile Phone,3.9,21/11/2023,47,Unsatisfied,Electronics,2168,1
1514,27,Female,New York,Gold,Mobile Phone,3.2,14/12/2023,24,Neutral,Home,2306,1
1515,21,Female,Miami,Silver,Mobile Phone,3.6,30/11/2023,38,Unsatisfied,Clothing,1604,0
1516,21,Female,San Francisco,Gold,Mobile Phone,4.3,26/12/2023,12,Neutral,Home,3553,0
1517,21,Female,Chicago,Bronze,Mobile Phone,4.5,11/12/2023,27,Satisfied,Clothing,855,0
1518,62,Female,Chicago,Bronze,Mobile Phone,3.6,27/11/2023,41,Unsatisfied,Home,1363,0
1519,62,Female,Los Angeles,Silver,Mobile Phone,4.3,24/12/2023,14,Neutral,Electronics,5034,0
1520,53,Female,San Francisco,Gold,Computer,4.9,28/12/2023,10,Satisfied,Books,1630,1
1521,41,Male,San Francisco,Gold,Mobile Phone,3.6,30/11/2023,38,Unsatisfied,Electronics,3261,0
1522,38,Female,New York,Gold,Mobile Phone,3.4,15/12/2023,23,Neutral,Home,5045,0
1523,38,Female,Los Angeles,Silver,Mobile Phone,4.5,11/12/2023,27,Satisfied,Clothing,3483,0
1524,31,Female,San Francisco,Gold,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Electronics,1619,0
1525,39,Female,Miami,Silver,Computer,3.2,18/12/2023,20,Neutral,Books,3522,0
1526,35,Male,New York,Gold,Mobile Phone,4.5,18/12/2023,20,Satisfied,Home,800,0
1527,35,Male,Houston,Bronze,Mobile Phone,3.1,19/12/2023,19,Neutral,Clothing,3176,0
1528,35,Male,Miami,Silver,Mobile Phone,3.8,5/12/2023,33,Unsatisfied,Electronics,1080,0
1529,59,Female,San Francisco,Gold,Mobile Phone,3.8,6/12/2023,32,Unsatisfied,Home,2113,0
1530,38,Male,San Francisco,Gold,Computer,4.1,14/11/2023,54,Unsatisfied,Home,1296,0
1531,38,Male,Miami,Silver,Mobile Phone,3.4,15/12/2023,23,Neutral,Clothing,5059,0
1532,38,Male,Chicago,Bronze,Computer,4.8,25/12/2023,13,Satisfied,Books,2506,0
